,beni,beni,beni,beni,beni,beni,chuquisaca,chuquisaca,chuquisaca,chuquisaca,chuquisaca,chuquisaca,cochabamba,cochabamba,cochabamba,cochabamba,cochabamba,cochabamba,la paz,la paz,la paz,la paz,la paz,la paz,oruro,oruro,oruro,oruro,oruro,oruro,pando,pando,pando,pando,pando,pando,potosi,potosi,potosi,potosi,potosi,potosi,santa cruz,santa cruz,santa cruz,santa cruz,santa cruz,santa cruz,tarija,tarija,tarija,tarija,tarija,tarija
,camas_habilitadas,camas_habilitadas,camas_habilitadas,hospitalizados,hospitalizados,hospitalizados,camas_habilitadas,camas_habilitadas,camas_habilitadas,hospitalizados,hospitalizados,hospitalizados,camas_habilitadas,camas_habilitadas,camas_habilitadas,hospitalizados,hospitalizados,hospitalizados,camas_habilitadas,camas_habilitadas,camas_habilitadas,hospitalizados,hospitalizados,hospitalizados,camas_habilitadas,camas_habilitadas,camas_habilitadas,hospitalizados,hospitalizados,hospitalizados,camas_habilitadas,camas_habilitadas,camas_habilitadas,hospitalizados,hospitalizados,hospitalizados,camas_habilitadas,camas_habilitadas,camas_habilitadas,hospitalizados,hospitalizados,hospitalizados,camas_habilitadas,camas_habilitadas,camas_habilitadas,hospitalizados,hospitalizados,hospitalizados,camas_habilitadas,camas_habilitadas,camas_habilitadas,hospitalizados,hospitalizados,hospitalizados
,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti,internacion,uci,uti
fecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02,158,16,32,14,1,8,259,9,47,73,3,25,314,48,54,125,24,26,324,40,97,208,25,65,234,36,28,54,17,19,48,6,11,14,0,6,357,56,45,91,18,20,833,120,207,146,42,128,192,48,50,46,16,31
2022-02-03,164,16,31,11,1,7,257,9,48,68,4,26,286,47,54,119,21,27,324,40,97,206,29,65,234,36,28,58,19,19,36,5,11,10,0,5,356,56,45,83,17,21,834,118,205,133,39,130,173,48,50,45,18,29
2022-02-04,164,17,32,8,2,6,258,9,48,64,4,22,286,45,55,99,19,25,324,43,98,186,32,60,234,36,28,51,16,18,36,5,11,8,0,5,366,58,47,82,16,20,826,122,201,114,38,126,168,47,49,36,18,28
2022-02-05,164,18,32,8,2,6,259,9,48,70,4,19,286,46,56,88,20,25,319,42,95,164,26,67,234,36,28,47,18,18,36,5,11,7,0,5,357,56,45,79,13,17,784,122,202,104,34,121,171,48,50,28,14,27
2022-02-06,164,19,32,7,1,7,259,9,48,66,4,21,286,46,56,87,18,26,314,41,96,151,25,65,234,36,28,47,17,16,36,4,11,6,0,5,354,56,45,75,11,15,771,117,196,107,34,115,172,48,50,25,18,24
2022-02-07,184,20,30,10,0,5,254,9,48,62,4,17,274,46,56,79,19,25,319,41,97,150,25,65,235,34,27,40,16,14,36,3,11,7,0,5,351,56,45,70,10,14,765,117,196,89,32,108,171,48,50,23,15,24
2022-02-08,184,17,29,9,0,3,253,9,48,58,4,19,274,46,56,68,21,25,324,41,98,142,21,64,234,32,26,36,15,13,36,3,11,7,0,6,341,56,45,65,12,9,744,113,195,77,32,99,159,48,50,20,14,23
2022-02-09,184,14,27,10,0,4,253,9,48,56,5,18,274,46,56,50,21,24,314,41,98,134,23,63,234,33,25,36,14,12,36,3,11,7,0,6,341,56,45,64,9,10,706,113,195,63,39,100,159,49,50,17,10,23
2022-02-10,180,18,28,9,0,5,253,9,48,50,4,18,263,46,56,55,20,23,309,41,99,124,23,62,234,34,26,34,13,10,36,3,11,7,0,5,341,56,45,58,6,9,667,114,194,56,34,103,159,49,50,15,12,24
2022-02-11,182,22,29,9,0,4,251,9,48,52,2,19,253,46,56,51,18,22,302,41,99,109,22,58,234,35,27,29,12,9,36,3,11,7,0,5,341,56,45,55,4,9,657,112,189,54,36,97,159,48,50,16,12,23
2022-02-12,184,22,30,8,0,4,249,9,48,55,1,19,242,46,56,47,19,22,297,41,98,97,23,55,234,36,27,25,11,9,36,3,11,6,0,5,341,56,45,55,3,9,647,111,187,54,35,94,159,48,50,14,10,20
2022-02-13,184,21,31,7,0,4,249,9,48,52,0,20,240,46,56,41,17,21,283,41,99,103,20,54,234,36,27,24,10,8,36,3,11,6,0,5,340,56,45,55,4,7,650,109,186,52,29,90,159,48,50,10,9,19
2022-02-14,184,21,32,6,0,4,249,9,48,48,1,18,236,46,56,36,16,18,270,41,99,107,17,54,234,36,27,24,9,9,36,3,11,6,0,4,340,56,45,55,5,7,651,107,185,53,26,87,159,48,50,9,8,19
2022-02-15,184,20,32,6,0,3,249,9,48,45,2,16,242,46,60,35,14,18,243,41,98,95,20,51,234,36,27,23,10,9,36,3,11,7,0,4,341,56,45,56,6,5,628,105,176,41,26,74,159,48,50,9,5,18
2022-02-16,178,18,32,5,0,4,249,9,48,49,2,14,242,46,54,35,13,17,241,41,93,96,19,46,234,36,27,22,8,8,36,3,11,5,0,4,342,56,45,50,7,1,640,103,167,37,24,62,159,48,50,5,6,17
2022-02-17,184,17,32,6,0,4,239,8,46,55,2,15,228,46,53,31,13,14,236,41,92,88,14,42,234,36,27,13,7,9,41,3,11,3,0,4,342,51,45,42,7,3,619,103,163,29,23,49,159,48,50,8,8,17
2022-02-18,184,18,32,6,1,3,238,7,47,58,1,12,228,46,55,31,10,15,232,41,93,83,19,44,234,36,22,12,5,10,41,3,11,3,0,4,342,52,45,34,5,2,586,103,157,25,24,45,159,48,44,8,6,18
2022-02-19,183,18,32,5,1,2,240,6,45,50,0,10,228,46,55,28,9,15,231,41,93,81,17,43,234,36,22,10,7,9,41,3,11,3,0,4,347,53,45,33,5,2,600,102,155,27,24,44,159,48,44,6,5,15
2022-02-20,181,19,32,5,1,3,240,6,44,44,0,10,228,46,55,26,9,15,231,41,91,77,18,42,234,36,22,10,7,8,38,3,10,3,0,4,352,55,45,35,5,3,615,102,153,32,25,44,159,48,45,5,5,13
2022-02-21,180,20,32,6,1,4,238,7,44,46,0,10,228,46,56,24,7,16,229,41,91,74,18,42,234,36,22,16,4,6,38,3,10,2,0,4,342,56,45,34,5,2,625,100,149,37,25,40,159,48,45,8,5,16
2022-02-22,180,20,32,6,1,4,240,8,44,46,0,10,227,46,55,22,7,16,229,41,91,75,17,40,234,36,22,15,3,7,38,3,10,2,0,4,342,56,45,30,4,2,612,100,146,34,20,36,159,47,45,9,4,15
2022-02-23,180,20,32,4,1,4,241,8,44,47,1,10,225,46,55,23,7,15,229,41,89,76,16,36,234,36,22,15,3,7,38,3,10,2,0,4,342,56,45,27,3,1,600,100,144,25,19,29,159,47,44,6,5,15
2022-02-24,180,20,32,4,1,4,243,9,44,47,1,10,224,46,54,24,7,16,229,41,89,76,16,34,234,36,22,14,2,8,38,3,10,1,0,4,342,56,45,22,3,1,587,99,140,23,15,26,159,46,44,7,4,14
2022-02-25,184,20,32,4,1,5,243,9,44,40,1,9,223,46,54,21,8,15,229,41,87,53,14,32,232,36,22,10,4,8,38,3,10,2,0,4,335,56,42,21,1,1,582,100,138,22,21,30,159,47,44,6,4,13
2022-02-26,164,20,32,5,1,5,243,9,42,34,1,9,223,48,54,20,8,14,229,41,89,73,14,28,234,36,22,11,4,8,38,3,10,2,0,4,336,56,43,16,1,1,566,97,138,22,24,30,159,48,44,6,3,9
2022-02-27,164,20,32,4,1,5,243,9,42,37,1,6,223,46,54,19,7,14,229,41,89,71,13,29,234,36,22,10,4,8,38,3,10,2,0,4,349,58,46,12,0,1,570,96,138,24,23,24,159,48,44,7,3,9
2022-02-28,164,20,32,3,1,4,243,9,42,33,1,6,216,46,54,17,8,15,229,41,89,60,12,26,219,36,22,15,4,7,38,3,10,2,0,4,341,56,45,13,1,2,549,90,138,21,25,28,159,48,44,8,3,8
